Effective State,Year,Total Emissions,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply 
MD,2019,24101333.258,18706094.858,5395238.4,18501112.26,0.0,0.0,0.0,204982.59799999997,0.0,0.0,0.0,0.0,0.0,5395238.4,0.0,0.0
MD,2020,20717278.83,15914588.53,4802690.3,15720136.432,0.0,0.0,0.0,194452.098,0.0,0.0,0.0,0.0,0.0,4802690.3,0.0,0.0
MD,2021,23656496.754,18571948.254,5084548.5,18385332.006,0.0,0.0,0.0,186616.24800000002,0.0,0.0,0.0,0.0,0.0,5084548.5,0.0,0.0
MD,2022,22304388.268,17196383.868,5108004.4,17018793.122,0.0,0.0,0.0,177590.746,0.0,0.0,0.0,0.0,0.0,5108004.4,0.0,0.0
MD,2023,19366708.292,14587848.092,4778860.2,14414739.993999999,0.0,0.0,0.0,173108.098,0.0,0.0,0.0,0.0,0.0,4778860.2,0.0,0.0
ME,2010,6941490.095751,5884875.795751,1056614.3,5884875.795751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056614.3,0.0,0.0
ME,2011,6932023.215577,5877289.915577,1054733.3,5874336.295577,0.0,0.0,0.0,1017.9000000000001,1935.72,0.0,0.0,0.0,0.0,1054733.3,0.0,0.0
ME,2012,6193111.286688,5191078.686688,1002032.6,5188597.696688,0.0,0.0,0.0,1094.75,1386.24,0.0,0.0,0.0,0.0,1002032.6,0.0,0.0
ME,2013,6552557.8848,4570917.6848,1981640.2000000002,4569728.9748,0.0,0.0,0.0,500.15,688.56,0.0,0.0,0.0,0.0,1981640.2000000002,0.0,0.0
ME,2014,6053998.288373,4727329.288373,1326669.0,4725446.828373,0.0,0.0,0.0,1148.3,734.16,0.0,0.0,0.0,0.0,1326669.0,0.0,0.0
ME,2015,5179746.2423910005,4079006.0423910003,1100740.2000000002,4078084.942391,0.0,0.0,0.0,921.1,0.0,0.0,0.0,0.0,0.0,1100740.2000000002,0.0,0.0
ME,2016,4808928.303863,3685147.303863,1123781.0,3684246.303863,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,1123781.0,0.0,0.0
ME,2017,3896964.646799,3071883.646799,825081.0,3070973.146799,0.0,0.0,0.0,910.5,0.0,0.0,0.0,0.0,0.0,825081.0,0.0,0.0
ME,2018,3381580.038432,3191199.938432,190380.1,3191199.938432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190380.1,0.0,0.0
ME,2019,3148796.8059900003,2923516.10599,225280.7,2923516.10599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225280.7,0.0,0.0
ME,2020,3162868.388462,2894692.788462,268175.6,2894692.788462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268175.6,0.0,0.0
ME,2021,3589173.380608,3318132.880608,271040.5,3318132.880608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271040.5,0.0,0.0
ME,2022,4059853.260626,3811800.760626,248052.5,3811800.760626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248052.5,0.0,0.0
ME,2023,3634281.413632,3421059.713632,213221.7,3421059.713632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213221.7,0.0,0.0
MI,2010,136196941.6109665,99287132.4109665,36909809.199999996,99287132.4109665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36397609.699999996,512199.5,0.0
MI,2011,134597226.29905283,95746445.89905283,38850780.4,94326108.12705283,996492.872,0.0,0.0,389428.3,34416.6,0.0,0.0,0.0,0.0,38367528.1,483252.3,0.0
MI,2012,145489369.42216006,93978912.72216007,51510456.7,92519787.43416007,1028341.488,0.0,0.0,386369.4,44414.399999999994,0.0,14022138.0,0.0,0.0,37018557.1,469761.6,0.0
MI,2013,153415439.3334,93791861.4794,59623577.854,91810543.8154,941408.344,0.0,0.0,968194.2,71715.12,0.0,19069298.0,0.0,0.0,40140829.254,413450.6,0.0
MI,2014,153073787.03599998,89852610.336,63221176.7,87909763.03,933495.216,0.0,0.0,968510.45,40841.64,0.0,20373665.0,0.0,0.0,42553746.6,293765.1,0.0
MI,2015,152144891.48699,91460740.38699,60684151.1,89668711.19499,914824.894,0.0,0.0,862931.498,14272.800000000001,0.0,19915542.0,0.0,0.0,40481383.7,287225.4,0.0
MI,2016,145529191.4817,84339355.576,61189835.9057,82373964.174,837473.39,274820.544,0.0,839738.948,13358.52,0.0,20305219.2057,0.0,0.0,40682401.0,202215.7,0.0
MI,2017,143529550.52,83537641.72,59991908.8,81442400.6372,910283.176,297847.282,0.0,851538.84,35571.7848,0.0,20016074.7,0.0,0.0,39792762.9,183071.2,0.0
MI,2018,149401738.8547049,86503777.5547049,62897961.300000004,84621993.83219999,787390.854,291280.68,31452.6473049,751999.58,19659.9612,0.0,18358810.8,0.0,0.0,44351025.0,188125.5,0.0
MI,2019,146827978.1204028,80535617.65433,66292360.4660728,78632573.566,750996.88,385375.12600000005,10827.754330000002,724727.23,31117.098,0.0,20935050.0660728,0.0,0.0,45194835.400000006,162475.0,0.0
MI,2020,129005756.5823378,67981524.0188402,61024232.5634976,66268530.672,645790.044,352422.13,713.1528402,689422.132,24645.888000000003,0.0,19052787.1634976,0.0,0.0,41861450.400000006,109995.0,0.0
MI,2021,140496994.5344819,75981633.39818,64515361.1363019,74282462.182,679504.26,347166.174,1283.97058,643281.978,27934.8336,0.0,21933558.5363019,0.0,0.0,42464172.0,117630.6,0.0
MI,2022,142429944.6931415,76347066.4931415,66082878.199999996,74630115.65,624188.8640000001,335835.89800000004,139434.4035415,601606.53,15885.147599999998,0.0,21642927.0,0.0,0.0,44319548.3,120402.9,0.0
MI,2023,133300386.29112759,69044082.3684,64256303.9227276,67545273.506,518451.78599999996,385950.35400000005,12216.35,561597.686,20592.6864,0.0,21914294.3227276,0.0,0.0,42206436.4,135573.2,0.0
MN,2010,65143610.835573,46933861.035573,18209749.8,46933861.035573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18209749.8,0.0,0.0
MN,2011,66005040.522961415,47431529.422961414,18573511.1,47221324.34496141,0.0,0.0,0.0,153271.198,56933.88,0.0,0.0,0.0,0.0,18573511.1,0.0,0.0
MN,2012,117036250.00214358,42784502.868543565,74251747.1336,42530234.45054357,0.0,0.0,0.0,147532.498,106735.92,0.0,55654324.9336,0.0,0.0,18597422.2,0.0,0.0
MN,2013,119298038.9437072,43373929.8309072,75924109.1128,43180939.2929072,0.0,0.0,0.0,137579.698,55410.840000000004,0.0,54488492.6,0.0,0.0,21435616.5128,0.0,0.0
MN,2014,126247850.5864141,47247789.9486938,79000060.6377203,47036005.8006938,0.0,0.0,0.0,133785.348,77998.8,0.0,55067519.0985203,0.0,2746279.0,21186262.5392,0.0,0.0
MN,2015,120651458.7284426,43380842.445664905,77270616.2827777,43167239.335664906,0.0,0.0,0.0,151628.15,61974.96000000001,0.0,57373171.1061825,0.0,30153.6765952,19867291.5,0.0,0.0
MN,2016,124059110.216362,42552515.482262,81506594.7341,42388963.872262,0.0,0.0,0.0,134374.45,29177.159999999996,0.0,57440294.9341,0.0,4059767.4,20006532.4,0.0,0.0
MN,2017,126628848.7179163,42769346.473829,83859502.24408731,42533098.093829,0.0,0.0,0.0,131069.70000000001,105178.68,0.0,62099979.7440873,0.0,999623.4,20759899.099999998,0.0,0.0
MN,2018,131827501.6922442,44600642.9951823,87226858.6970619,44373330.7251823,0.0,0.0,0.0,128864.15,98448.12,0.0,64151489.8970619,0.0,223511.1,22851857.7,0.0,0.0
MN,2019,129488165.8363741,39884265.2363741,89603900.6,39603090.1543741,0.0,0.0,57492.0,128395.04199999999,95288.04,0.0,65151263.300000004,0.0,199372.9,24253264.4,0.0,0.0
MN,2020,117561070.9679531,34924745.2679531,82636325.7,34609329.9086635,0.0,0.0,48895.1580896,152472.344,114047.85720000001,0.0,60980055.2,0.0,2700.0,21653570.5,0.0,0.0
MN,2021,126974850.5929643,38234336.5763848,88740514.01657951,37968680.5697629,0.0,0.0,45292.2766219,152388.494,67975.236,0.0,66027315.4165795,0.0,209309.8,22503888.8,0.0,0.0
MN,2022,127072039.02830131,36623646.0488685,90448392.9794328,36335593.0652503,0.0,0.0,16676.6964182,151167.64200000002,120208.6452,0.0,67144626.0794328,0.0,0.0,23303766.900000002,0.0,0.0
MN,2023,125001748.30217141,34763142.7805224,90238605.521649,34463710.6780626,0.0,0.0,1649.9456598,147020.896,150761.2608,0.0,67287663.521649,0.0,0.0,22950942.0,0.0,0.0
MO,2010,103960894.753375,92031602.353375,11929292.4,92031602.353375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11929292.4,0.0,0.0
MO,2011,106543203.06406328,95101716.86406328,11441486.2,94814950.55406328,0.0,0.0,0.0,233295.75,53470.56,0.0,0.0,0.0,0.0,11441486.2,0.0,0.0
MO,2012,98401721.19019462,88561763.99019462,9839957.2,88311192.43019462,0.0,0.0,0.0,224917.0,25654.559999999998,0.0,0.0,0.0,0.0,9839957.2,0.0,0.0
MO,2013,102018477.402,89799060.002,12219417.4,89543344.182,0.0,0.0,0.0,217961.3,37754.520000000004,0.0,0.0,0.0,0.0,12219417.4,0.0,0.0
MO,2014,99726101.265,86870352.565,12855748.7,86602817.785,0.0,0.0,0.0,212903.7,54631.079999999994,0.0,0.0,0.0,0.0,12855748.7,0.0,0.0
MO,2015,91594323.914,80418506.114,11175817.8,80178896.954,0.0,0.0,0.0,209337.6,30271.56,0.0,0.0,0.0,0.0,11175817.8,0.0,0.0
MO,2016,86385911.313197,75301989.813197,11083921.5,75084497.453197,0.0,0.0,0.0,202907.19999999998,14585.16,0.0,0.0,0.0,0.0,11083921.5,0.0,0.0
MO,2017,92420281.147983,81527007.147983,10893274.0,81304039.587983,0.0,0.0,0.0,198202.19999999998,24765.36,0.0,0.0,0.0,0.0,10893274.0,0.0,0.0
MO,2018,92155704.95300001,79171843.45300001,12983861.5,78954442.283,0.0,0.0,0.0,187592.44999999998,29808.72,0.0,0.0,0.0,0.0,12983861.5,0.0,0.0
MO,2019,84390146.286,71532930.38599999,12857215.9,71344387.166,0.0,0.0,0.0,176803.5,11739.72,0.0,0.0,0.0,0.0,12857215.9,0.0,0.0
MO,2020,80081469.7884,68230178.0884,11851291.7,68057631.92999999,0.0,0.0,0.0,166625.5,5920.6584,0.0,0.0,0.0,0.0,11851291.7,0.0,0.0
MO,2021,85115121.8414,73369843.1414,11745278.7,73198745.375,0.0,0.0,0.0,154182.15,16915.6164,0.0,0.0,0.0,0.0,11745278.7,0.0,0.0
MO,2022,83423169.141,70608257.541,12814911.6,70443271.1726,0.0,0.0,0.0,145298.5,19687.8684,0.0,0.0,0.0,0.0,12814911.6,0.0,0.0
MO,2023,70853758.44940001,59670947.749400005,11182810.7,59526790.8686,0.0,0.0,0.0,135746.85,8410.0308,0.0,0.0,0.0,0.0,11182810.7,0.0,0.0
MP,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MP,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,2010,57237310.155762,39619947.055762,17617363.099999998,39619947.055762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519508.2,0.0,17097854.9
MS,2011,54641633.137775,35986530.537775,18655102.6,35841866.195775,136812.902,0.0,0.0,5473.4,2378.04,0.0,0.0,0.0,0.0,470985.3,0.0,18184117.3
MS,2012,113920264.31249,36851603.77909,77068660.5334,36664711.32109,163779.838,0.0,0.0,5273.9,17838.72,0.0,56185661.6334,0.0,0.0,431572.5,0.0,20451426.4
MS,2013,108845909.7296,36134913.703999996,72710996.0256,35910392.484,219390.67,0.0,0.0,5130.55,0.0,0.0,51921765.7256,0.0,0.0,502847.0,0.0,20286383.3
MS,2014,113617722.0093,38121466.831,75496255.17830001,37830644.133,284298.448,0.0,0.0,6524.25,0.0,0.0,55608882.7783,0.0,0.0,535438.8,0.0,19351933.599999998
MS,2015,109961270.2190225,40266589.445,69694680.7740225,40025995.159,235599.136,0.0,0.0,4995.15,0.0,0.0,52961406.774022505,0.0,0.0,358514.5,0.0,16374759.5
MS,2016,112674633.5562741,41424329.177999996,71250304.3782741,41051803.538,233456.95,41698.37,92453.27,4917.05,0.0,0.0,60542939.0782741,0.0,0.0,423395.4,0.0,10283969.9
MS,2017,110444878.7980992,40092635.1,70352243.6980992,39528334.786,373054.436,60897.848,126258.73,4089.3,0.0,0.0,59380503.198099196,0.0,0.0,414518.80000000005,0.0,10557221.7
MS,2018,109031561.8057243,41919042.013000004,67112519.7927243,41580153.785000004,265836.222,43866.016,26080.04,3105.95,0.0,0.0,56165361.4927243,0.0,0.0,467704.0,0.0,10479454.3
MS,2019,108417591.0026853,40261661.954,68155929.0486853,39955840.24,181033.55599999998,55363.768,66335.44,3088.95,0.0,0.0,57197526.3486853,0.0,0.0,361540.4,0.0,10596862.3
MS,2020,94183784.0689828,41476938.276,52706845.792982794,41232787.696,147561.082,60895.198,32628.6,3065.7,0.0,0.0,44436817.0929828,0.0,0.0,439688.8,0.0,7830339.9
MS,2021,99439360.8615763,40140883.15,59298477.7115763,39923697.402,127571.174,61734.634,24817.09,3062.85,0.0,0.0,50141905.3115763,0.0,0.0,282787.2,0.0,8873785.2
MS,2022,105976814.73272319,42081604.15,63895210.5827232,41856709.036,132327.11,76702.824,12566.23,3298.95,0.0,0.0,54443849.9827232,0.0,0.0,406939.30000000005,0.0,9044421.3
MS,2023,105103236.44969635,41837251.12030544,63265985.329390906,41636843.55990544,128845.43599999999,66903.508,1637.5164,3021.1,0.0,0.0,54318095.829390906,0.0,0.0,351674.8,0.0,8596214.7
MT,2010,29450258.76,25220750.66,4229508.1,25220750.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3980686.5,248821.6,0.0
MT,2011,27025242.964,21934407.564,5090835.4,21888874.444000002,0.0,0.0,0.0,36814.4,8718.72,0.0,0.0,0.0,0.0,4676414.0,414421.4,0.0
MT,2012,52248488.654,21193913.454,31054575.2,21150763.524,0.0,0.0,0.0,35156.25,7993.68,0.0,26428586.0,0.0,0.0,4256467.5,369521.69999999995,0.0
MT,2013,54445240.2172993,21915167.502,32530072.7152993,21863097.032,0.0,0.0,0.0,35497.15,16573.32,0.0,27213340.4152993,0.0,0.0,4921772.8,394959.5,0.0
MT,2014,53908878.1569028,22576003.016000003,31332875.140902802,22522014.646,0.0,0.0,0.0,35682.25,18306.12,0.0,26262167.9409028,0.0,144210.6,4582162.0,344334.6,0.0
MT,2015,61729733.7961604,23172777.51,38556956.2861604,23115840.7,0.0,0.0,0.0,39057.05,17879.76,0.0,33528484.4861604,0.0,143762.1,4553443.9,331265.8,0.0
MT,2016,59595407.2753017,21171851.88,38423555.3953017,21079274.648,0.0,55669.082,0.0,36908.15,0.0,0.0,33277639.8953017,0.0,210212.4,4614873.8,320829.3,0.0
MT,2017,57696375.127569504,20131000.49,37565374.6375695,20042385.156,0.0,52055.234,0.0,36560.1,0.0,0.0,32479915.6375695,0.0,81348.3,4642099.0,362011.7,0.0
MT,2018,60647740.8223162,19917856.007999998,40729884.8143162,19780293.344,49170.076,50973.088,0.0,37419.5,0.0,0.0,35105315.7143162,0.0,126630.5,5182611.399999999,315327.2,0.0
MT,2019,62492460.5032192,21058898.914,41433561.5892192,20872516.86,99478.862,50262.092,0.0,36641.1,0.0,0.0,35453072.3892192,0.0,174659.3,5453251.8,352578.1,0.0
MT,2020,55968107.767777,14659017.912,41309089.855776995,14578355.822,44226.69,0.0,0.0,36435.4,0.0,0.0,35292737.755777,0.0,726390.3,5052728.4,237233.4,0.0
MT,2021,53502984.7742693,16994515.694000002,36508469.0802693,16914170.96,43578.684,0.0,0.0,36766.05,0.0,0.0,30794903.4802693,0.0,184124.7,5204833.3,324607.6,0.0
MT,2022,51931847.4612873,17624137.036,34307710.4252873,17537871.182,49176.654,0.0,0.0,37089.200000000004,0.0,0.0,28227834.2252873,0.0,119906.4,5655786.6,304183.2,0.0
MT,2023,55128912.6550166,18108432.566,37020480.0890166,18007480.978,63499.238,0.0,0.0,37452.35,0.0,0.0,30638949.8890166,0.0,121397.5,5890628.4,369504.3,0.0
NC,2010,101542147.1414,80847772.4414,20694374.7,80847772.4414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20694374.7,0.0,0.0
NC,2011,90755909.981975,71879981.381975,18875928.6,71359643.517975,0.0,0.0,0.0,198454.304,321883.56,0.0,0.0,0.0,0.0,18875928.6,0.0,0.0
NC,2012,89254311.91583501,67241763.315835,22012548.6,66816404.031835,0.0,0.0,0.0,208985.00400000002,216374.28,0.0,0.0,0.0,0.0,22012548.6,0.0,0.0
NC,2013,91576504.29077101,65564167.190771,26012337.1,65163747.288771,0.0,0.0,0.0,228092.94199999998,172326.96,0.0,0.0,0.0,0.0,26012337.1,0.0,0.0
NC,2014,94675913.562611,67631143.862611,27044769.7,67087545.824611,0.0,0.0,0.0,243828.19800000003,299769.84,0.0,0.0,0.0,0.0,27044769.7,0.0,0.0
NC,2015,92463445.562436,63112242.962436,29351202.599999998,62682124.432436,0.0,0.0,0.0,248730.85,181387.68,0.0,0.0,0.0,0.0,29351202.599999998,0.0,0.0
NC,2016,94469409.738066,63107917.738066,31361492.0,62446025.398066,0.0,0.0,0.0,261996.30000000002,399896.04,0.0,0.0,0.0,0.0,31361492.0,0.0,0.0
NC,2017,88284922.861966,58024179.461966,30260743.4,57452893.771966,0.0,0.0,0.0,250425.85,320859.84,0.0,0.0,0.0,0.0,30260743.4,0.0,0.0
NC,2018,95638493.065884,59348255.365884,36290237.699999996,58829045.825884,0.0,0.0,0.0,263249.9,255959.64,0.0,0.0,0.0,0.0,36290237.699999996,0.0,0.0
NC,2019,91613233.525092,56640602.125092,34972631.4,56040077.655092,0.0,0.0,0.0,262003.74999999997,338520.72,0.0,0.0,0.0,0.0,34972631.4,0.0,0.0
NC,2020,80540308.793955,45928973.493955,34611335.3,45425990.847954996,0.0,0.0,0.0,263883.15,239099.496,0.0,0.0,0.0,0.0,34611335.3,0.0,0.0
NC,2021,88370302.061853,49449728.861852996,38920573.199999996,48881589.725453,0.0,0.0,0.0,267203.35,300935.7864,0.0,0.0,0.0,0.0,38920573.199999996,0.0,0.0
NC,2022,93977424.468323,49432406.768323004,44545017.699999996,48990812.198723,0.0,0.0,0.0,252515.72,189078.8496,0.0,0.0,0.0,0.0,44545017.699999996,0.0,0.0
NC,2023,86221980.997787,44658027.997787,41563953.0,44271080.088987,0.0,0.0,0.0,243610.442,143337.4668,0.0,0.0,0.0,0.0,41563953.0,0.0,0.0
ND,2010,42526165.314626,37715618.314626,4810547.0,37715618.314626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975229.9,1835317.0999999999,0.0
ND,2011,44168641.56425,37934030.06425,6234611.5,37137336.73625,774551.878,0.0,0.0,22141.45,0.0,0.0,0.0,0.0,0.0,3026036.5,3208575.0,0.0
ND,2012,55195463.747633,39720588.147633,15474875.600000001,38421338.935633,1276876.162,0.0,0.0,22373.05,0.0,131848.0,8813531.8,0.0,0.0,2829804.4,3699691.4000000004,0.0
ND,2013,55265180.276,38222116.076,17043064.2,36793248.196,1428867.88,0.0,0.0,0.0,0.0,232416.0,9513941.1,0.0,0.0,3295151.6,4001555.5,0.0
ND,2014,57723879.676,39334859.076,18389020.6,36475123.46,2859735.616,0.0,0.0,0.0,0.0,251770.0,9897323.0,0.0,0.0,3459341.3,4780586.3,0.0
ND,2015,64934951.327,42614205.734,22320745.593,39107197.934,3507007.8,0.0,0.0,0.0,0.0,395064.0,11289525.493,0.0,0.0,3182201.2,7453954.9,0.0
ND,2016,64635679.4106696,41259541.148,23376138.2626696,38582922.938,2220599.686,456018.524,0.0,0.0,0.0,419508.0,12278698.2626696,0.0,0.0,3028212.5,7649719.5,0.0
ND,2017,63819739.8624,41451933.0972,22367806.7652,38499302.296,2603288.9512,349341.85,0.0,0.0,0.0,480008.5,10269178.8652,0.0,0.0,3183792.3,8434827.1,0.0
ND,2018,71916287.92996573,45567916.35136573,26348371.5786,40657241.53870416,4576676.5553,327967.6573615718,0.0,0.0,6030.6,521186.0,12519377.1286,0.0,0.0,3428509.6,9879298.85,0.0
ND,2019,72769723.66409153,44877738.73324152,27891984.93085,37755893.6126511,6746295.632,351160.3285904226,0.0,0.0,24389.16,362324.0,12617281.62185,0.0,0.0,3559516.5,11352862.809,0.0
ND,2020,72392303.46531568,39998590.14411569,32393713.3212,36124429.36264888,3606924.31,261730.5906668065,0.0,0.0,5505.8808,287106.0,18841198.7022,0.0,0.0,3204758.4,10060650.219,0.0
ND,2021,64354427.437611274,40955404.676611274,23399022.761,36789526.63382968,3842895.836,306461.1215815915,0.0,0.0,16521.085199999998,477040.1,10159022.0,0.0,0.0,3246936.0,9516024.661,0.0
ND,2022,63496791.037889816,40386002.162242815,23110788.875646997,37077317.16930729,3062520.4000000004,236740.12173552936,0.0,0.0,9424.4712,468310.0,9935573.594647,0.0,0.0,3653040.1,9053865.181,0.0
ND,2023,61040547.96092719,37270794.04824819,23769753.912678998,34493055.64619019,2398893.8279999997,339948.80005799956,0.0,0.0,38895.774000000005,351488.0,9980876.524679,0.0,0.0,3376287.0000000005,10061102.388,0.0
NE,2010,36901894.2107,31088106.1107,5813788.1,31088106.1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5813788.1,0.0,0.0
NE,2011,39088775.60515,33592107.50515,5496668.100000001,33446337.37515,0.0,0.0,0.0,123902.65,21867.48,0.0,0.0,0.0,0.0,5496668.100000001,0.0,0.0
NE,2012,37498906.665169,32280083.865169,5218822.8,32140574.055169,0.0,0.0,0.0,128036.85,11472.960000000001,0.0,0.0,0.0,0.0,5218822.8,0.0,0.0
NE,2013,40076333.772,33977912.872,6098420.9,33745883.552,0.0,0.0,0.0,204842.6,27186.72,0.0,0.0,0.0,0.0,6098420.9,0.0,0.0
NE,2014,38328569.024,32371932.724,5956636.300000001,32244485.924,0.0,0.0,0.0,111714.8,15732.0,0.0,0.0,0.0,0.0,5956636.300000001,0.0,0.0
NE,2015,36871069.854,31338797.454,5532272.4,31225652.144,0.0,0.0,0.0,107201.35,5943.96,0.0,0.0,0.0,0.0,5532272.4,0.0,0.0
NE,2016,34334139.796,28889963.296,5444176.5,28808453.296,0.0,0.0,0.0,81247.8,262.2,0.0,0.0,0.0,0.0,5444176.5,0.0,0.0
NE,2017,34651565.834,29163890.634,5487675.199999999,29085756.374,0.0,0.0,0.0,74892.1,3242.16,0.0,0.0,0.0,0.0,5487675.199999999,0.0,0.0
NE,2018,37818961.788,31623197.688,6195764.1,31549722.578,0.0,0.0,0.0,68237.95,5237.16,0.0,0.0,0.0,0.0,6195764.1,0.0,0.0
NE,2019,35244224.094399996,28909544.7944,6334679.3,28837085.024,0.0,0.0,0.0,61755.9,10703.8704,0.0,0.0,0.0,0.0,6334679.3,0.0,0.0
NE,2020,32723639.1588,26735050.0588,5988589.1,26621729.474,0.0,0.0,0.0,110928.5,2392.0848,0.0,0.0,0.0,0.0,5988589.1,0.0,0.0
NE,2021,32783670.312400002,26801083.3124,5982587.0,26687404.577999998,0.0,0.0,0.0,101187.8,12490.9344,0.0,0.0,0.0,0.0,5982587.0,0.0,0.0
NE,2022,34074167.0968,27842237.3968,6231929.699999999,27738670.586,0.0,0.0,0.0,95747.3,7819.5108,0.0,0.0,0.0,0.0,6231929.699999999,0.0,0.0
NE,2023,31603164.2732,25712581.4732,5890582.800000001,25626497.191999998,0.0,0.0,0.0,81121.2,4963.0812,0.0,0.0,0.0,0.0,5890582.800000001,0.0,0.0
NH,2010,6784139.422175,6017622.222175,766517.2,6017622.222175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766517.2,0.0,0.0
NH,2011,6515064.472,5722772.172,792292.3,5681177.172,0.0,0.0,0.0,27253.8,14341.2,0.0,0.0,0.0,0.0,792292.3,0.0,0.0
NH,2012,5583221.349287,4827400.949287,755820.4,4811167.349287,0.0,0.0,0.0,0.0,16233.6,0.0,0.0,0.0,0.0,755820.4,0.0,0.0
NH,2013,4811129.771600001,3952772.1700000004,858357.6016,3936267.25,0.0,0.0,0.0,0.0,16504.92,0.0,0.0,0.0,0.0,858357.6016,0.0,0.0
NH,2014,4714690.55,3809416.358,905274.192,3796329.1580000003,0.0,0.0,0.0,0.0,13087.199999999999,0.0,0.0,0.0,0.0,905274.192,0.0,0.0
NH,2015,4970193.2020000005,4037503.4020000002,932689.8,4019258.842,0.0,0.0,0.0,0.0,18244.56,0.0,0.0,0.0,0.0,932689.8,0.0,0.0
NH,2016,3757168.588,2898767.288,858401.3,2898767.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858401.3,0.0,0.0
NH,2017,3292202.6259999997,2393887.736,898314.89,2393887.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7474.79,890840.1,0.0,0.0
NH,2018,3656478.0719999997,2723778.972,932699.1,2723778.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932699.1,0.0,0.0
NH,2019,3400972.4639999997,2436896.164,964076.3,2436896.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964076.3,0.0,0.0
NH,2020,3036807.342,2176746.942,860060.4,2176746.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860060.4,0.0,0.0
NH,2021,3607165.02,2727080.62,880084.4,2727080.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880084.4,0.0,0.0
NH,2022,3790373.3260000004,2905627.626,884745.7,2905627.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884745.7,0.0,0.0
NH,2023,3239225.6222820003,2392512.722282,846712.9,2392512.722282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846712.9,0.0,0.0
NJ,2010,60441806.257604,26676065.457604,33765740.8,26676065.457604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33765740.8,0.0,0.0
NJ,2011,59902335.319,26648353.719,33253981.6,25400944.465,0.0,0.0,0.0,1123903.934,123505.32,0.0,0.0,0.0,0.0,33253981.6,0.0,0.0
