Effective State,Year,Total Emissions,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply 
AK,2010,20151950.062,17544758.662,2607191.4,17544758.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607191.4,0.0,0.0
AK,2011,22902015.186,20227318.286,2674696.9,18789803.038,1437515.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674696.9,0.0,0.0
AK,2012,36929611.974321,20396143.286321,16533468.688000001,19033119.546321,1363023.74,0.0,0.0,0.0,0.0,0.0,13675285.788,0.0,0.0,2858182.9000000004,0.0,0.0
AK,2013,37693997.482,20250210.782,17443786.7,18783388.96,1466821.822,0.0,0.0,0.0,0.0,0.0,14753136.1,0.0,0.0,2690650.6,0.0,0.0
AK,2014,35247337.670912005,19580624.878,15666712.792912,18190225.851999998,1390399.026,0.0,0.0,0.0,0.0,0.0,13171919.692912001,0.0,0.0,2494793.1,0.0,0.0
AK,2015,35427526.49,19879134.68,15548391.809999999,18532505.338,1346629.342,0.0,0.0,0.0,0.0,0.0,12694759.71,0.0,0.0,2853632.1,0.0,0.0
AK,2016,34994466.984,20321383.084,14673083.9,15003771.362,1479123.168,3838488.554,0.0,0.0,0.0,0.0,11735701.100000001,0.0,0.0,2937382.8,0.0,0.0
AK,2017,35420221.0571,20840268.662,14579952.395100001,15195128.524,1503987.756,4141152.382,0.0,0.0,0.0,0.0,11537842.1951,0.0,0.0,3042110.1999999997,0.0,0.0
AK,2018,33719496.726100005,19762193.252,13957303.474100001,14230830.175999999,1875515.4239999999,3655847.652,0.0,0.0,0.0,0.0,11057379.6741,0.0,0.0,2899923.8000000003,0.0,0.0
AK,2019,33525749.806778602,19964751.042,13560998.764778601,14324145.772,1752807.45,3887797.8200000003,0.0,0.0,0.0,0.0,10795087.6647786,0.0,0.0,2765911.1,0.0,0.0
AK,2020,31630921.154,19484735.954,12146185.2,14263438.38,1744095.018,3477202.556,0.0,0.0,0.0,0.0,9194132.2,0.0,0.0,2952053.0,0.0,0.0
AK,2021,33854220.316,19376105.716000002,14478114.6,14240136.934,1649383.054,3486585.728,0.0,0.0,0.0,0.0,11429496.3,0.0,0.0,3048618.3000000003,0.0,0.0
AK,2022,33356991.1821,19631251.7852,13725739.3969,14359970.09,1630895.686,3639123.2539999997,0.0,0.0,1262.7552,0.0,10822557.4969,0.0,0.0,2903181.9,0.0,0.0
AK,2023,34413542.6753017,19581671.847599998,14831870.827701699,14212704.844,1556688.19,3802851.766,0.0,0.0,9427.0476,0.0,11729746.727701701,0.0,0.0,3102124.0999999996,0.0,0.0
AL,2010,113817572.512511,101858388.012511,11959184.5,101858388.012511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11261808.799999999,697375.7,0.0
AL,2011,123474216.08408,111534101.98408,11940114.1,111170684.13408001,79882.95,0.0,0.0,283534.9,0.0,0.0,0.0,0.0,0.0,11310847.5,629266.6,0.0
AL,2012,136114825.6442441,103377032.56055,32737793.0836941,102946241.36055,81356.0,0.0,0.0,349435.19999999995,0.0,0.0,20652146.0836941,0.0,0.0,11521515.3,564131.7,0.0
AL,2013,137001532.5824806,102342840.0458,34658692.5366806,101897944.04980001,49343.598,0.0,0.0,395552.398,0.0,0.0,21983725.5902806,0.0,0.0,12089524.3464,585442.6,0.0
AL,2014,139074161.8946246,104396193.46056,34677968.4340646,104082766.40456,57180.906,0.0,0.0,256246.15,0.0,0.0,21752699.468464598,0.0,0.0,12407042.5656,518226.4,0.0
AL,2015,134157665.0182943,98576807.592244,35580857.4260503,98214178.352244,117171.342,0.0,0.0,245457.898,0.0,0.0,21779571.1260503,0.0,0.0,13318392.0,482894.30000000005,0.0
AL,2016,126151999.4945488,90248524.12766,35903475.3668888,89541826.18166,475817.996,0.0,0.0,230879.95,0.0,0.0,21924861.1668888,0.0,0.0,13566829.4,411784.80000000005,0.0
AL,2017,120825628.523645,85649276.985572,35176351.538073,85042070.541572,382736.244,0.0,0.0,224470.2,0.0,0.0,21391950.938072998,0.0,0.0,13470580.9,313819.69999999995,0.0
AL,2018,125202915.9018571,88309165.624172,36893750.2776851,88098505.324172,0.0,0.0,0.0,210660.30000000002,0.0,0.0,22053786.8776851,0.0,0.0,14610351.9,229611.5,0.0
AL,2019,117884551.9664167,81763159.494432,36121392.4719847,81563922.844432,0.0,0.0,0.0,199236.65,0.0,0.0,21662002.4719847,0.0,0.0,14329331.4,130058.6,0.0
AL,2020,109848039.9003889,73985436.139524,35862603.7608649,73795752.916324,0.0,0.0,0.0,189570.5,112.7232,0.0,21417527.9608649,0.0,0.0,14296170.1,148905.7,0.0
AL,2021,119280413.8948712,78670312.58876,40610101.3061112,78488376.41196,0.0,0.0,0.0,181578.65,357.5268,0.0,22277497.0061112,0.0,0.0,14934271.299999999,3398333.0,0.0
AL,2022,119424907.639665,79866255.514996,39558652.124669,79688549.211796,0.0,0.0,0.0,175869.9,1836.4032,0.0,22712988.624669,0.0,0.0,15037900.0,1807763.5,0.0
AL,2023,111523970.5256301,72203823.206968,39320147.3186621,72030311.522168,0.0,0.0,0.0,171906.19999999998,1605.4848,0.0,22865868.1186621,0.0,0.0,14725673.4,1728605.7999999998,0.0
AR,2010,44024581.721127,41939225.621127,2085356.0999999999,41939225.621127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2040860.9,44495.2,0.0
AR,2011,48347071.52784,46411246.22784,1935825.3,46250139.41984,37505.358,0.0,0.0,80258.65000000001,43342.8,0.0,0.0,0.0,0.0,1901130.3,34695.0,0.0
AR,2012,60098764.176696,47476514.076696,12622250.1,47297852.486696005,68057.81,0.0,0.0,81816.5,28787.28,0.0,10917482.0,0.0,0.0,1704768.0999999999,0.0,0.0
AR,2013,61904411.264,47142045.864,14762365.4,47049180.596,15959.888,0.0,0.0,76207.7,697.68,0.0,12684243.0,0.0,0.0,2078122.4000000001,0.0,0.0
AR,2014,60210654.0708,47060332.27,13150321.8008,46960151.33,25059.69,0.0,0.0,74197.85,923.4,0.0,11035326.0,0.0,0.0,2114995.8008000003,0.0,0.0
AR,2015,51481707.8684,37847814.088,13633893.780399999,37737351.686,34804.902,0.0,0.0,75657.5,0.0,0.0,11837709.9804,0.0,0.0,1796183.8,0.0,0.0
AR,2016,51665836.6039,39201598.104,12464238.4999,39005972.182000004,31319.844,89819.128,0.0,74486.95,0.0,0.0,10569133.0999,0.0,0.0,1895105.4000000001,0.0,0.0
AR,2017,54403646.5783,41275452.08,13128194.498300001,41102324.252,27933.248,67560.93,0.0,77633.65,0.0,0.0,11384634.4983,0.0,0.0,1743560.0,0.0,0.0
AR,2018,59709531.0692,47523060.299,12186470.7702,47327666.921000004,31222.598,66194.53,0.0,97976.25,0.0,0.0,9983467.6702,0.0,0.0,2203003.1,0.0,0.0
AR,2019,52566849.8763,42281864.4552,10284985.4211,42081922.8512,32928.772,62937.032,0.0,104075.8,0.0,0.0,8028082.8211,0.0,0.0,2256902.5999999996,0.0,0.0
AR,2020,45937632.835999995,33004636.836,12932996.0,32751577.682,31360.798,57501.156,0.0,164197.2,0.0,0.0,10815138.6,0.0,0.0,2117857.4000000004,0.0,0.0
AR,2021,52060933.215,39911331.815,12149601.4,39680572.849,31433.896,25474.27,0.0,173850.8,0.0,0.0,9909380.0,0.0,0.0,2240221.4000000004,0.0,0.0
AR,2022,55596355.45,41093371.15,14502984.3,40881588.346,8348.946,29469.458,0.0,173964.4,0.0,0.0,12149006.0,0.0,0.0,2353978.3,0.0,0.0
AR,2023,52256015.490453124,37891409.94725313,14364605.543200001,37765105.63125313,4681.646,18639.42,0.0,102983.25,0.0,0.0,12144741.9432,0.0,0.0,2219863.6,0.0,0.0
AZ,2010,62865636.879366,61228865.679366,1636771.2,61228865.679366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636771.2,0.0,0.0
AZ,2011,61541933.771716,59936738.871716,1605194.9,59784701.361716,0.0,0.0,0.0,21160.95,130876.56,0.0,0.0,0.0,0.0,1605194.9,0.0,0.0
AZ,2012,61295319.91767,59626937.01767,1668382.9,59572653.85767,0.0,0.0,0.0,20215.4,34067.76,0.0,0.0,0.0,0.0,1668382.9,0.0,0.0
AZ,2013,63970699.069073,62055152.369072996,1915546.7,61995309.319073,0.0,0.0,0.0,19327.45,40515.600000000006,0.0,0.0,0.0,0.0,1915546.7,0.0,0.0
AZ,2014,63765684.852095,61896085.252095,1869599.6,61797472.852095,0.0,0.0,0.0,20123.4,78489.0,0.0,0.0,0.0,0.0,1869599.6,0.0,0.0
AZ,2015,60440748.326217,58649244.326217,1791504.0,58510623.776217,0.0,0.0,0.0,20676.15,117944.4,0.0,0.0,0.0,0.0,1791504.0,0.0,0.0
AZ,2016,54610353.623241,52884742.023241,1725611.5999999999,52793422.303241,0.0,0.0,0.0,20813.0,70506.72,0.0,0.0,0.0,0.0,1725611.5999999999,0.0,0.0
AZ,2017,53853525.818684,52235268.518684,1618257.3,52159427.339884,0.0,0.0,0.0,20921.2,54919.9788,0.0,0.0,0.0,0.0,1618257.3,0.0,0.0
AZ,2018,57701229.8041374,55956406.3041374,1744823.5,55830340.8765374,0.0,0.0,0.0,21144.0,104921.42760000001,0.0,0.0,0.0,0.0,1744823.5,0.0,0.0
AZ,2019,54101978.429212,51756032.429212,2345946.0,51657551.110412,0.0,0.0,0.0,21284.6,77196.7188,0.0,0.0,0.0,0.0,2345946.0,0.0,0.0
AZ,2020,45667109.532598,43669534.332598,1997575.2,43507354.386198,0.0,0.0,0.0,21651.85,140528.0964,0.0,0.0,0.0,0.0,1997575.2,0.0,0.0
AZ,2021,44715388.734369,42293667.134369,2421721.5999999996,42254463.920369,0.0,0.0,0.0,21826.65,17376.564,0.0,0.0,0.0,0.0,2421721.5999999996,0.0,0.0
AZ,2022,42863052.538818,40535734.338818,2327318.2,40437720.535218,0.0,0.0,0.0,22064.449999999997,75949.3536,0.0,0.0,0.0,0.0,2327318.2,0.0,0.0
AZ,2023,44740216.913913004,42051840.313913,2688376.6,41985085.759513,0.0,0.0,0.0,22454.2,44300.3544,0.0,0.0,0.0,0.0,2688376.6,0.0,0.0
CA,2010,203596461.39818922,110200169.71418923,93396291.684,110200169.71418923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90185835.184,3210456.5,0.0
CA,2011,200814082.39686182,108089658.39686182,92724424.0,103318459.77286182,2883882.314,0.0,0.0,1691322.95,195993.36,0.0,0.0,0.0,0.0,90008580.5,2715843.5,0.0
CA,2012,486740551.720308,119053736.4039935,367686815.3163145,114487051.8499935,2680981.424,0.0,0.0,1709890.05,175813.08,0.0,243781292.9163145,0.0,22882131.7,97632626.3,3390764.4,0.0
CA,2013,512479724.9936002,119398723.7170495,393081001.2765507,114435084.6350495,3145598.962,0.0,0.0,1670959.6,147080.52,0.0,261805406.4858727,0.0,29687879.7,97370399.490678,4217315.6,0.0
CA,2014,508956807.85776854,120372587.9829434,388584219.8748251,116384797.0829434,2164539.55,0.0,0.0,1660664.55,162586.8,0.0,266470193.1055851,0.0,25419982.0,92869764.06924,3824280.7,0.0
CA,2015,514029858.5546752,116541514.172751,397488344.3819242,112455017.970751,2262538.262,0.0,0.0,1658662.5,165295.44,0.0,268127497.534171,0.0,32250008.1477532,93432205.9,3678632.8000000003,0.0
CA,2016,489388149.5567836,108327877.7019822,381060271.8548014,97751237.2713107,1816507.396,6597745.992000001,270710.7826715,1657321.9000000001,234354.36,0.0,260096161.4901798,0.0,29666687.0646216,87795473.7,3501949.6,0.0
CA,2017,504355082.4326256,105337650.9311019,399017431.5015237,93919193.8288377,4181416.804,5174558.618,301801.78706420003,1649068.9,111610.99320000001,0.0,276237759.91576433,0.0,32340766.1857594,86858267.5,3580637.9,0.0
CA,2018,509060729.6577372,106830297.83776431,402230431.81997293,95511235.4979059,3366042.89,6057981.5540000005,169258.8894584,1647225.2999999998,78553.70640000001,0.0,282689853.512911,0.0,28920635.7070619,87138191.30000001,3481751.3,0.0
CA,2019,504191708.3368455,103515879.8082358,400675828.5286097,91463393.789501,3674099.488,6252487.968,321309.3135348,1644886.9000000001,159702.3492,0.0,270370301.8675602,0.0,38051744.7610495,88781607.3,3472174.6,0.0
CA,2020,443496781.61094624,101497621.9719355,341999159.6390107,90327489.623786,3104319.702,5811729.002,361258.7533495,1645446.35,247378.5408,0.0,221263246.867068,0.0,31209531.5719427,86846459.7,2679921.5,0.0
CA,2021,452263511.8489064,102389786.56785241,349873725.281054,91955083.8365959,2968848.818,5466518.102,279470.5280565,1589904.8499999999,129960.4332,0.0,224759787.321054,0.0,33155832.46,89381830.9,2576274.6,0.0
CA,2022,448317134.55506504,101020654.6693175,347296479.8857475,91415773.1550743,2561635.944,5158423.518,186954.7306432,1582535.3,115332.0216,0.0,226372060.1749917,0.0,30137945.6107558,88772662.8,2013811.3,0.0
CA,2023,448583015.0849105,99387178.6089976,349195836.4759129,90483453.6121253,2283489.072,4798611.916,114021.4560723,1618617.55,88985.0028,0.0,226168113.91376162,0.0,32801440.2621513,88075407.9,2150874.4,0.0
CO,2010,97379132.744943,50539694.653943,46839438.091,50539694.653943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19278162.6,3012593.991,24548681.5
CO,2011,110981608.926527,64830405.773527,46151203.153,54317175.181526996,10084280.542,0.0,0.0,322998.45,105951.59999999999,0.0,0.0,0.0,0.0,19167164.5,2617464.053,24366574.599999998
CO,2012,124808620.076415,65983544.597415,58825075.479,53799188.063415,11712635.914,0.0,0.0,370103.3,101617.31999999999,0.0,13690853.0,0.0,291343.83,17859028.0,3240167.749,23743682.900000002
CO,2013,128206612.784246,67258779.518046,60947833.2662,52406556.270045996,14390959.988,0.0,0.0,335072.1,126191.15999999999,0.0,13676186.0,0.0,300991.69,20054225.9472,3284688.329,23631741.3
CO,2014,127358336.58202,66206361.71698,61151974.86504,52062303.17098,13792231.766,0.0,0.0,334291.3,17535.48,0.0,13699455.0,0.0,511000.61,20498614.603040002,1717199.852,24725704.8
CO,2015,123529269.447748,64386041.396748,59143228.051,51253681.676748,12735239.379999999,0.0,0.0,348139.10000000003,48981.240000000005,0.0,14490335.0,0.0,407712.92,19591039.3,1017072.731,23637068.1
CO,2016,129625313.5720575,72185054.5920575,57440258.98,47526694.236875,12876696.5158,11282457.906,162520.4733825,313367.9,23317.559999999998,0.0,13402493.0,0.0,423408.58,19411223.5,1118404.7,23084729.2
CO,2017,130881125.7646627,71361416.1646627,59519709.6,46474289.054284,13295535.9491,11218907.758,56512.0232787,306159.89999999997,10011.48,0.0,13986709.0,0.0,0.0,19939619.5,1198112.2,24395268.9
CO,2018,134030056.770391,72998563.620391,61031493.15,45273728.049258,15068928.9382,12210118.242,147826.96093300002,290195.75,7765.68,0.0,14261748.0,0.0,387138.25,21942352.900000002,1268000.2,23172253.8
CO,2019,136072975.9276357,73523686.5276357,62549289.4,45015352.430993,16113653.4345,11939589.484,158563.98814270002,289965.35,6561.84,0.0,13176537.0,0.0,0.0,23037073.8,2472087.1999999997,23863591.4
CO,2020,117781402.7704052,64791015.1704052,52990387.6,39870589.376263,12926762.318,11514641.054,80099.0021422,329704.9,69218.52,0.0,11017764.0,0.0,0.0,23816699.6,2349450.0,15806474.0
CO,2021,115572368.9529993,66402923.6277591,49169445.3252402,41521898.119537,13294959.814,11213221.658,47615.913022099994,308474.25,16753.8732,0.0,10622599.4252402,0.0,0.0,22717161.2,1232162.5,14597522.200000001
CO,2022,118616887.3120408,65049001.431772,53567885.8802688,40641779.568764,12636980.694,11416078.064,21449.319008,292349.35,40364.436,0.0,12732276.5802688,0.0,0.0,23403598.4,1265689.2,16166321.7
CO,2023,111393333.4490017,62481986.6247702,48911346.8242315,37798968.158522,12581822.266,11792564.974,25237.4022482,275563.05,7830.774,0.0,9808177.3242315,0.0,0.0,22896307.7,1084871.1,15121990.700000001
CT,2010,19249174.372125,10307078.672125,8942095.7,10307078.672125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8942095.7,0.0,0.0
CT,2011,18270205.836373,9117371.436373001,9152834.4,8832952.020373,0.0,0.0,0.0,268792.296,15627.12,0.0,0.0,0.0,0.0,9152834.4,0.0,0.0
CT,2012,24957208.902327,9324963.102327,15632245.8,9039496.826327,0.0,0.0,0.0,261535.396,23930.88,0.0,0.0,0.0,6930175.7,8702070.1,0.0,0.0
CT,2013,22651662.334599998,9293746.141,13357916.193599999,9028271.905,0.0,0.0,0.0,249370.59600000002,16103.640000000001,0.0,0.0,0.0,4394038.9,8963877.2936,0.0,0.0
CT,2014,35228972.98044,9186232.937,26042740.04344,8939331.781,0.0,0.0,0.0,225122.596,21778.56,0.0,0.0,0.0,16701937.93784,9340802.1056,0.0,0.0
CT,2015,34055695.3959269,9930416.845999999,24125278.5499269,9670578.629999999,0.0,0.0,0.0,236789.696,23048.52,0.0,0.0,0.0,14533338.5499269,9591940.0,0.0,0.0
CT,2016,37462602.302468,9394609.774,28067992.528467998,9164715.758,0.0,0.0,0.0,228961.49599999998,932.52,0.0,0.0,0.0,18741170.128468,9326822.4,0.0,0.0
CT,2017,39287074.375098,8603202.485,30683871.890097998,8378906.739,0.0,0.0,0.0,224295.74599999998,0.0,0.0,0.0,0.0,21576114.090098,9107757.8,0.0,0.0
CT,2018,37531583.471443,10446138.656,27085444.815443,10228586.91,0.0,0.0,0.0,217551.74599999998,0.0,0.0,0.0,0.0,16847617.115443,10237827.7,0.0,0.0
CT,2019,38350030.015191,9729531.196,28620498.819191,9516567.3,0.0,0.0,0.0,212963.896,0.0,0.0,0.0,0.0,17666966.019191,10953532.8,0.0,0.0
CT,2020,35779786.7559181,10946572.372000001,24833214.3839181,10744809.376,0.0,0.0,0.0,201762.996,0.0,0.0,0.0,0.0,17948048.8839181,6885165.5,0.0,0.0
CT,2021,30999050.940216,11358830.757,19640220.183215998,11161557.965,0.0,0.0,0.0,197272.79200000002,0.0,0.0,0.0,0.0,10130410.483215999,9509809.7,0.0,0.0
CT,2022,29464848.622743,11216873.997,18247974.625743,11029745.557,0.0,0.0,0.0,187128.44,0.0,0.0,0.0,0.0,10991163.425743,7256811.2,0.0,0.0
CT,2023,33738304.3345,11068507.6302,22669796.7043,10889445.311,0.0,0.0,0.0,175740.49599999998,3321.8232,0.0,0.0,0.0,15857702.7043,6812094.0,0.0,0.0
DC,2010,579739.826,579739.826,0.0,579739.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2011,548850.54,548850.54,0.0,456788.7,0.0,0.0,0.0,0.0,92061.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2012,360973.51399999997,360973.51399999997,0.0,280592.114,0.0,0.0,0.0,0.0,80381.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2013,314930.00399999996,314930.00399999996,0.0,264243.32399999996,0.0,0.0,0.0,0.0,50686.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2014,368489.204,368489.204,0.0,287854.724,0.0,0.0,0.0,0.0,80634.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2015,267290.754,267290.754,0.0,245799.474,0.0,0.0,0.0,0.0,21491.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2016,251778.866,251778.866,0.0,238883.18600000002,0.0,0.0,0.0,0.0,12895.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2017,249528.31,249528.31,0.0,241037.59,0.0,0.0,0.0,0.0,8490.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2018,309902.108,309902.108,0.0,297473.828,0.0,0.0,0.0,0.0,12428.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2019,284437.792,284437.792,0.0,277495.19200000004,0.0,0.0,0.0,0.0,6942.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2020,237668.714,237668.714,0.0,237668.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2021,228779.636,228779.636,0.0,228779.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2022,291407.448,291407.448,0.0,291407.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC,2023,279349.994,279349.994,0.0,279349.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,2010,7355846.7979999995,4750822.898,2605023.9,4750822.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2605023.9,0.0,0.0
DE,2011,10388635.543,6870282.943,3518352.6,6776025.263,0.0,0.0,0.0,40470.2,53787.48,0.0,0.0,0.0,0.0,3518352.6,0.0,0.0
DE,2012,34174545.135,9246066.735,24928478.4,9162516.674999999,0.0,0.0,0.0,40191.3,43358.76,0.0,20700992.2,0.0,0.0,4227486.2,0.0,0.0
DE,2013,32084610.485000003,8287914.385,23796696.1,8237706.465000001,0.0,0.0,0.0,31331.800000000003,18876.12,0.0,20099496.0,0.0,0.0,3697200.1,0.0,0.0
DE,2014,32558967.974,8204662.074,24354305.9,8155013.814,0.0,0.0,0.0,31027.5,18620.76,0.0,20351674.0,0.0,0.0,4002631.9,0.0,0.0
DE,2015,30524029.149,8086462.149,22437567.0,8028759.329,0.0,0.0,0.0,34665.7,23037.12,0.0,18802268.0,0.0,0.0,3635299.0,0.0,0.0
DE,2016,32807095.582,8355470.982,24451624.6,8308834.652,0.0,0.0,0.0,34014.25,12622.08,0.0,20771465.0,0.0,0.0,3680159.6,0.0,0.0
DE,2017,28998038.843000002,7068132.143,21929906.7,7025671.453,0.0,0.0,0.0,32729.65,9731.04,0.0,18732940.0,0.0,0.0,3196966.6999999997,0.0,0.0
DE,2018,30780882.68,7037571.4799999995,23743311.2,6996663.26,0.0,0.0,0.0,32018.5,8889.72,0.0,20717031.0,0.0,0.0,3026280.2,0.0,0.0
DE,2019,27908096.51,5947428.8100000005,21960667.7,5916081.61,0.0,0.0,0.0,31347.2,0.0,0.0,19559775.0,0.0,0.0,2400892.7,0.0,0.0
DE,2020,21111792.334,5906935.234,15204857.1,5875743.134,0.0,0.0,0.0,31192.1,0.0,0.0,12782412.0,0.0,0.0,2422445.1,0.0,0.0
DE,2021,21451246.9853675,6062394.149999999,15388852.835367499,6032968.0,0.0,0.0,0.0,29426.15,0.0,0.0,13015860.6353675,0.0,0.0,2372992.2,0.0,0.0
DE,2022,29129756.504,6644048.603999999,22485707.9,6620993.554,0.0,0.0,0.0,23055.05,0.0,0.0,20195500.0,0.0,0.0,2290207.9,0.0,0.0
DE,2023,26059305.604000002,5816608.504000001,20242697.1,5794098.904000001,0.0,0.0,0.0,22509.6,0.0,0.0,17675323.0,0.0,0.0,2567374.1,0.0,0.0
FL,2010,157273593.800443,146422359.800443,10851234.0,146422359.800443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10851234.0,0.0,0.0
FL,2011,151031071.913866,140960997.113866,10070074.799999999,140540793.97386602,0.0,0.0,0.0,289483.9,130719.24,0.0,0.0,0.0,0.0,10070074.799999999,0.0,0.0
FL,2012,145684322.726784,133267081.246784,12417241.48,132749929.218784,28835.058,0.0,0.0,285547.45,202769.52000000002,0.0,0.0,0.0,61821.18,12355420.3,0.0,0.0
FL,2013,140905574.9682,129203005.313,11702569.655199999,128698999.117,34109.466,0.0,0.0,260795.65,209101.08000000002,0.0,0.0,0.0,137700.4,11564869.255199999,0.0,0.0
FL,2014,146551069.89128318,134998471.7389062,11552598.152377,134467632.1880498,40984.046,0.0,0.0,247565.6,242289.90485639998,0.0,0.0,0.0,484760.490777,11067837.6616,0.0,0.0
FL,2015,144849356.63069478,132771204.33069478,12078152.299999999,132403015.81917799,21952.112,0.0,0.0,194958.95,151277.4495168,0.0,0.0,0.0,126970.9,11951181.399999999,0.0,0.0
FL,2016,147053334.64406908,134177748.04406907,12875586.6,133808318.63067466,23034.764,0.0,49736.55421,189676.198,106981.89718439999,0.0,0.0,0.0,66574.7,12809011.9,0.0,0.0
FL,2017,143920844.94124314,131981768.24124314,11939076.7,131487604.81952314,20816.064,0.0,58484.98772,180252.65,234609.72,0.0,0.0,0.0,36107.7,11902969.0,0.0,0.0
FL,2018,147419098.40796667,133432052.00796667,13987046.4,132579346.65733667,22165.548,0.0,442643.51463,173466.848,214429.44,0.0,0.0,0.0,931812.6,13055233.8,0.0,0.0
FL,2019,134381411.41941,120108906.71941,14272504.7,119615352.505,12685.066,0.0,37117.19241,165131.396,278620.56,0.0,0.0,0.0,44081.0,14228423.7,0.0,0.0
FL,2020,132588201.27833,120238975.37833,12349225.9,119730873.595,0.0,0.0,189497.84733,145168.896,173435.03999999998,0.0,0.0,0.0,29114.1,12320111.8,0.0,0.0
FL,2021,129432754.79171,117345030.89171,12087723.9,117059369.13499999,0.0,0.0,73890.74191,146481.596,65289.4188,0.0,0.0,0.0,37490.1,12050233.8,0.0,0.0
FL,2022,124992396.77022,112884040.27022,12108356.5,112632948.37,0.0,0.0,81384.67102000001,143126.898,26580.3312,0.0,0.0,0.0,40868.9,12067487.6,0.0,0.0
FL,2023,120307350.74951443,109166906.64951444,11140444.1,108910230.13245444,0.0,0.0,90453.60106,138575.294,27647.622000000003,0.0,0.0,0.0,0.0,11140444.1,0.0,0.0
GA,2010,112253496.383396,96153848.483396,16099647.9,96153848.483396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16099647.9,0.0,0.0
GA,2011,101954871.647349,87529034.94734901,14425836.700000001,87022018.127349,0.0,0.0,0.0,231595.1,275421.72000000003,0.0,0.0,0.0,0.0,14425836.700000001,0.0,0.0
GA,2012,90288231.414582,75253387.010152,15034844.40443,74957992.570152,0.0,0.0,0.0,203629.0,91765.44,0.0,1221547.90443,0.0,0.0,13813296.5,0.0,0.0
GA,2013,89020801.6492,73691245.398,15329556.2512,73441127.558,0.0,0.0,0.0,155513.8,94604.04,0.0,0.0,0.0,0.0,15329556.2512,0.0,0.0
GA,2014,94988804.4836,79089169.526,15899634.9576,78860177.436,0.0,0.0,0.0,155671.85,73320.24,0.0,0.0,0.0,0.0,15899634.9576,0.0,0.0
GA,2015,88907616.09,74462758.19,14444857.9,74230969.616,0.0,0.0,0.0,160923.894,70864.68,0.0,0.0,0.0,0.0,14444857.9,0.0,0.0
GA,2016,89744416.9828,75347752.0828,14396664.9,74951849.052,0.0,0.0,159028.55,151902.05,84972.4308,0.0,0.0,0.0,0.0,14396664.9,0.0,0.0
GA,2017,82908725.7752,68596517.8752,14312207.9,68301509.084,0.0,0.0,27180.552,154795.438,113032.8012,0.0,0.0,0.0,0.0,14312207.9,0.0,0.0
GA,2018,85024888.7682118,69173472.8682118,15851415.900000002,68898220.75,0.0,0.0,28262.2482118,156542.84,90447.03,0.0,0.0,0.0,0.0,15851415.900000002,0.0,0.0
GA,2019,81033325.027534,65877582.427534,15155742.600000001,65637571.77,0.0,0.0,46801.809934,154525.296,38683.5516,0.0,0.0,0.0,0.0,15155742.600000001,0.0,0.0
GA,2020,67906701.7571111,53272054.857111104,14634646.9,52959441.094,0.0,0.0,87154.47911110001,165161.15,60298.134,0.0,0.0,0.0,0.0,14634646.9,0.0,0.0
