Parent Company,Year,Total Direct Emissions,Total Supplier Emissions,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Facility Count
VERDUN OIL CO,2016,28258.57,0.0,0.0,0.0,28258.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERDUN OIL CO,2017,66502.338,0.0,0.0,0.0,66502.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERDUN OIL CO,2018,67491.506,0.0,0.0,0.0,67491.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERDUN OIL CO,2019,154164.282,0.0,0.0,11154.17,143010.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VERDUN OIL CO,2020,130665.61,0.0,0.0,1994.1,128671.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VERDUN OIL CO,2021,195570.39,0.0,0.0,2576.6,192993.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VERDUN OIL CO,2022,200509.804,0.0,0.0,60137.184,140372.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VERDUN OIL CO,2023,235853.658,0.0,0.0,147376.996,88476.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VERMONT ELECTRIC POWER CO,2011,870.96,0.0,0.0,0.0,0.0,0.0,0.0,870.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2012,410.4,0.0,0.0,0.0,0.0,0.0,0.0,410.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2013,1304.16,0.0,0.0,0.0,0.0,0.0,0.0,1304.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2014,841.32,0.0,0.0,0.0,0.0,0.0,0.0,841.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2015,2432.76,0.0,0.0,0.0,0.0,0.0,0.0,2432.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2016,768.36,0.0,0.0,0.0,0.0,0.0,0.0,768.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2017,387.6,0.0,0.0,0.0,0.0,0.0,0.0,387.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2018,549.48,0.0,0.0,0.0,0.0,0.0,0.0,549.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2019,832.2,0.0,0.0,0.0,0.0,0.0,0.0,832.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2020,319.2,0.0,0.0,0.0,0.0,0.0,0.0,319.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2021,1045.038,0.0,0.0,0.0,0.0,0.0,0.0,1045.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2022,836.8284,0.0,0.0,0.0,0.0,0.0,0.0,836.8284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERMONT ELECTRIC POWER CO,2023,337.2576,0.0,0.0,0.0,0.0,0.0,0.0,337.2576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2010,917917.788,0.0,917917.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2011,960688.668,0.0,960688.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2012,919070.33,0.0,919070.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2013,790247.752,0.0,790247.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2014,801622.37,0.0,801622.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2015,689410.686,0.0,689410.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2016,587638.612,0.0,587638.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2017,610279.9,0.0,610279.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2018,612172.552,0.0,612172.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO CORP,2019,242505.48,0.0,242505.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO PAPER CORP,2010,192830.824,0.0,192830.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO PAPER CORP,2011,213235.414,0.0,213235.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERSO PAPER CORP,2012,81047.462,0.0,81047.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2010,381195.464,0.0,381195.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2011,413780.78,0.0,413780.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2012,396243.386,11104613.8388,396243.386,0.0,0.0,0.0,0.0,0.0,0.0,11104613.8388,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2013,387183.67,11577861.8903,387183.67,0.0,0.0,0.0,0.0,0.0,0.0,11577861.8903,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2014,410074.642,12283987.465,410074.642,0.0,0.0,0.0,0.0,0.0,0.0,12283987.465,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2015,413729.034,11588646.6266,413729.034,0.0,0.0,0.0,0.0,0.0,0.0,11588646.6266,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2016,426626.392,12068690.3581,426626.392,0.0,0.0,0.0,0.0,0.0,0.0,12068690.3581,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2017,417504.66,11579351.7047,417504.66,0.0,0.0,0.0,0.0,0.0,0.0,11579351.7047,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2018,395873.338,10804915.5845,395873.338,0.0,0.0,0.0,0.0,0.0,0.0,10804915.5845,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2019,398690.978,10487519.877,398690.978,0.0,0.0,0.0,0.0,0.0,0.0,10487519.877,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2020,374636.76,9542259.5481,374636.76,0.0,0.0,0.0,0.0,0.0,0.0,9542259.5481,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2021,414592.296,9887956.6824,414592.296,0.0,0.0,0.0,0.0,0.0,0.0,9887956.6824,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2022,418141.942,10643347.0,418141.942,0.0,0.0,0.0,0.0,0.0,0.0,10643347.0,0.0,0.0,0.0,0.0,0.0,1
VERTEX ENERGY,2023,407719.716,11434301.4974,407719.716,0.0,0.0,0.0,0.0,0.0,0.0,11434301.4974,0.0,0.0,0.0,0.0,0.0,1
VIATRIS INC,2021,27448.03,0.0,27448.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIATRIS INC,2022,28221.464,0.0,28221.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIATRIS INC,2023,26031.806,0.0,26031.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VICINITY ENERGY INC,2010,1823569.646,0.0,1823569.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2011,1732835.088,0.0,1732835.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2012,1780919.667,0.0,1780919.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2013,1488309.99,0.0,1488309.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2014,1898899.542,0.0,1898899.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2015,1882330.804,0.0,1882330.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2016,1558089.646,0.0,1558089.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
VICINITY ENERGY INC,2017,1845981.14,0.0,1845981.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
VICINITY ENERGY INC,2018,1762865.026,0.0,1762865.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
VICINITY ENERGY INC,2019,1783056.988,0.0,1783056.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
VICINITY ENERGY INC,2020,1233591.71,0.0,1233591.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
VICINITY ENERGY INC,2021,1217718.064,0.0,1217718.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
VICINITY ENERGY INC,2022,1203455.994,0.0,1203455.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICINITY ENERGY INC,2023,1236896.854,0.0,1236896.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
VICTOR RHINO HOLDINGS II LLC,2018,139662.2541,0.0,139662.2541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VICTOR RHINO HOLDINGS II LLC,2019,153997.9724,0.0,153997.9724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VICTOR RHINO HOLDINGS II LLC,2020,208949.8798,0.0,208949.8798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VICTOR RHINO HOLDINGS II LLC,2021,214378.8023,0.0,214378.8023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VICTOR RHINO HOLDINGS II LLC,2022,186748.9829,0.0,186748.9829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VICTOR RHINO HOLDINGS II LLC,2023,209131.9295,0.0,209131.9295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2010,695.9673,0.0,695.9673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2011,386.9615,0.0,386.9615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2012,287.9256,0.0,287.9256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2013,306.4062,0.0,306.4062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2014,534.5209,0.0,534.5209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2015,520.9372,0.0,520.9372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2016,265.9555,0.0,265.9555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2017,249.2754,0.0,249.2754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2018,301.0547,0.0,301.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2019,116.1629,0.0,116.1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2020,224.0127,0.0,224.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2021,133.0786,0.0,133.0786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2022,282.77,0.0,282.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF LYNDONVILLE VERMONT,2023,75.1564,0.0,75.1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VILLAGE OF MORTON,2010,0.0,68036.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68036.8,0.0,0.0,1
VILLAGE OF MORTON,2011,0.0,65157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65157.5,0.0,0.0,1
VILLAGE OF MORTON,2012,0.0,50305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50305.0,0.0,0.0,1
VILLAGE OF MORTON,2013,0.0,60887.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60887.8,0.0,0.0,1
VILLAGE OF MORTON,2014,0.0,68252.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68252.3,0.0,0.0,1
VILLAGE OF MORTON,2015,0.0,55407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55407.5,0.0,0.0,1
VILLAGE OF MORTON,2016,0.0,56761.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56761.5,0.0,0.0,1
VILLAGE OF MORTON,2017,0.0,57156.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57156.8,0.0,0.0,1
VILLAGE OF MORTON,2018,0.0,62125.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62125.2,0.0,0.0,1
VILLAGE OF MORTON,2019,0.0,63319.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63319.4,0.0,0.0,1
VILLAGE OF MORTON,2020,0.0,57526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57526.0,0.0,0.0,1
VILLAGE OF MORTON,2021,0.0,57116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57116.5,0.0,0.0,1
VILLAGE OF MORTON,2022,0.0,63193.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63193.8,0.0,0.0,1
VILLAGE OF MORTON,2023,0.0,53134.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53134.7,0.0,0.0,1
VINE OIL & GAS LP,2011,161694.662,0.0,0.0,161694.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2012,144384.604,0.0,0.0,144384.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2013,57695.54,0.0,0.0,57695.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2014,49133.02,0.0,0.0,49133.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2015,68373.538,0.0,0.0,68373.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2016,150707.728,0.0,0.0,150707.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2017,150379.142,0.0,0.0,150379.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2018,187609.684,0.0,0.0,187609.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2019,160762.264,0.0,0.0,160762.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2020,186427.048,0.0,0.0,186427.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINE OIL & GAS LP,2021,195837.648,0.0,0.0,195837.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2010,44158.568,0.0,44158.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2011,53188.964,0.0,53188.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2012,51800.964,0.0,51800.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2013,44834.928,0.0,44834.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2014,53903.332,0.0,53903.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2015,47737.572,0.0,47737.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2016,47553.692,0.0,47553.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2017,44194.156,0.0,44194.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2018,46417.356,0.0,46417.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2019,66033.92,0.0,66033.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2020,57102.292,0.0,57102.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2021,51196.128,0.0,51196.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2022,46862.432,0.0,46862.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VINTON STEEL LLC,2023,42501.196,0.0,42501.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGIN ISLANDS WATER & POWER AUTHORITY,2010,1076893.438,0.0,1076893.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2011,1009645.068,0.0,1009645.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2012,871875.09,0.0,871875.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2013,779877.842,0.0,779877.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2014,724046.09,0.0,724046.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2015,770527.29,0.0,770527.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2016,772450.952,0.0,772450.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2017,520695.188,0.0,520695.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2018,543281.644,0.0,543281.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2019,622550.198,0.0,622550.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2020,589696.336,0.0,589696.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2021,630483.342,0.0,630483.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2022,610066.822,0.0,610066.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGIN ISLANDS WATER & POWER AUTHORITY,2023,500727.7,0.0,500727.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
VIRGINIA COMMONWEALTH UNIVERSITY,2011,32502.8,0.0,32502.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2012,31678.3,0.0,31678.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2013,33564.1,0.0,33564.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2014,34894.21,0.0,34894.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2015,33461.424,0.0,33461.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2016,33737.616,0.0,33737.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2017,33743.166,0.0,33743.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2018,32664.208,0.0,32664.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2019,30596.884,0.0,30596.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2020,30678.284,0.0,30678.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2021,33766.972,0.0,33766.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2022,37305.956,0.0,37305.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VIRGINIA COMMONWEALTH UNIVERSITY,2023,37807.908,0.0,37807.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2010,54548.6,0.0,54548.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2011,54916.536,0.0,54916.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2012,54525.144,0.0,54525.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2013,54566.044,0.0,54566.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2014,57701.132,0.0,57701.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2015,55229.092,0.0,55229.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2016,52995.2,0.0,52995.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2017,46762.724,0.0,46762.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2018,44124.484,0.0,44124.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2019,38845.204,0.0,38845.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2020,40663.696,0.0,40663.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISCOFAN USA INC,2021,38423.256,0.0,38423.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VISHAY INTERTECHNOLOGY INC,2011,64620.613,0.0,64620.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
