Direct Point Emitters,Facility Id,Facility Name,GHG Quantity Associated with CO2 Supply ,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Produced,Gathering & Boosting,LDC - Direct Emissions,Onshore Oil & Gas Prod.,SF6 from Elec. Equip.,Transmission Pipelines,Year,Parent Company,Parent Ownership %,Total Direct Emissions,Total Supplier Emissions
87151.572,1002779,East Bay Central Facility,,,,,,,,,,,,,2014,"Energy XXI GOM, LLC",100.0,87151.572,0.0
55200.584,1002780,FLORIDA GAS TRANSMISSION COMPANY - BROOKER,,,,,,,,,,,,,2014,FLORIDA GAS TRANSMISSION CO,100.0,55200.584,0.0
35256.812,1002781,FLORIDA GAS TRANSMISSION COMPANY - CARRYVILLE,,,,,,,,,,,,,2014,"Kinder Morgan; ENERGY TRANSFER PARTNERS, LP",50.0; 50.0,35256.812,0.0
70117.578,1002784,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,,,,,,,,,,,,,2014,"ENERGY TRANSFER PARTNERS, LP; Kinder Morgan",50.0; 50.0,70117.578,0.0
59524.424,1002785,U.S. AIR FORCE LACKLAND AFB TX,,,,,,,,,,,,,2014,US GOVERNMENT,,59524.424,0.0
29809.5,1002786,GREATER LEBANON REFUSE LDFL,,,,,,,,,,,,,2014,Greater Lebanon Refuse Authority,100.0,29809.5,0.0
1695248.766,1002787,LEHIGH CEMENT COMPANY LLC,,,,,,,,,,,,,2014,LEHIGH HANSON,100.0,1695248.766,0.0
78094.4,1002788,ENID CITY LNDFLL,,,,,,,,,,,,,2014,"Enid, Oklahoma",100.0,78094.4,0.0
104416.906,1002789,DELTECH CORP - BATON ROUGE FACILITY,,,,,,,,,,,,,2014,DELTECH ACQUISITION CORP,100.0,104416.906,0.0
37482.744,1002790,GREEN VALLEY CHEMICAL CORP,,,,,,,,,,,,,2014,GREEN VALLEY CHEMICAL CORP,100.0,37482.744,0.0
,1002791,PECO Gas Division,0.0,0.0,0.0,5090396.6,0.0,0.0,0.0,,166780.996,,,,2014,EXELON CORP,100.0,166780.996,5090396.6
31547.56,1002792,USDA-NATIONAL ANIMAL DISEASE CENTER,,,,,,,,,,,,,2014,US GOVERNMENT,,31547.56,0.0
,1002793,"Black Hills/Kansas Gas Utility Company, LLC d/b/a Black Hills Energy",0.0,0.0,0.0,1728744.2,0.0,0.0,0.0,,,,,,2014,BLACK HILLS CORP,100.0,0.0,1728744.2
,1002794,Hawkins County Gas Utility District,0.0,0.0,0.0,49107.2,0.0,0.0,0.0,,,,,,2014,Hawkins County Gas Utility District,100.0,0.0,49107.2
187277.744,1002795,ARCONIC TENNESSEE OPERATIONS,,,,,,,,,,,,,2014,Alcoa Inc.,100.0,187277.744,0.0
3255.0,1002796,Hartford Landfill,,,,,,,,,,,,,2014,Materials Innovation and Recycling Authority,100.0,3255.0,0.0
,1002797,ROANOKE GAS COMPANY,0.0,0.0,0.0,541040.7,0.0,0.0,0.0,,,,,,2014,RGC RESOURCES INC,100.0,0.0,541040.7
29321.072,1002798,HUNT SOUTHLAND REFINING COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,1217461.0,,,,,,2014,"HUNT CONSOLIDATED, INC",100.0,29321.072,1217461.0
171626.0,1002799,Los Reales Landfill,,,,,,,,,,,,,2014,City of Tucson Environmental Services,100.0,171626.0,0.0
25345.198,1002800,Arcosa Lightweight - Brooks Plant,,,,,,,,,,,,,2014,NORTHEAST SOLITE CORP,100.0,25345.198,0.0
,1002801,"Black Hills/Iowa Gas Utility Company, LLC, dba Black Hills Energy",0.0,0.0,0.0,2068111.6,0.0,0.0,0.0,,,,,,2014,BLACK HILLS CORP,100.0,0.0,2068111.6
1294758.388,1002802,KLEEN ENERGY SYSTEMS POWER PLANT,,,,,,,,,,,,,2014,"Kleen Energy Holdings, LLC",100.0,1294758.388,0.0
29387.026,1002803,University of Vermont and State Agricultural College,,,,,,,,,,,,,2014,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,100.0,29387.026,0.0
87300.874,1002804,J R SIMPLOT CO,,,,,,,,,,,,,2014,J. R. Simplot Company,100.0,87300.874,0.0
25916.052,1002805,"Hilcorp Alaska, LLC Kenai Gas Field Pad 14-6",,,,,,,,,,,,,2014,Hilcorp Alaska LLC,100.0,25916.052,0.0
58614.132,1002806,Redfield UGS and Compressor Station,,,,,,,,,,,,,2014,NORTHERN NATURAL GAS CO,100.0,58614.132,0.0
65499.004,1002807,Gold Bond - SHI Plant,,,,,,,,,,,,,2014,NEW NGC INC,100.0,65499.004,0.0
10406.82,1002808,NORTHERN NATURAL GAS COMPANY - SUBLETTE,,,,,,,,,,,,,2014,NORTHERN NATURAL GAS CO,100.0,10406.82,0.0
58988.528,1002809,SIOUXLAND ENERGY COOPERATIVE,,,,,,,,,,,,,2014,SIOUXLAND ENERGY COOPERATIVE,100.0,58988.528,0.0
33935.494,1002811,"NGPL Station 802, Paris, TX",,,,,,,,,,,,,2014,PIPECO LLC,100.0,33935.494,0.0
,1002812,PSE&G,0.0,0.0,0.0,26588690.6,0.0,0.0,0.0,,754544.088,,,,2014,PUBLIC SERVICE ENTERPRISE GROUP INC,100.0,754544.088,26588690.6
118271.5,1002813,Anderson Regional Landfill,,,,,,,,,,,,,2014,Waste Connections Inc.,100.0,118271.5,0.0
48754.262,1002814,ROCK ISLAND ARSENAL,,,,,,,,,,,,,2014,US GOVERNMENT,,48754.262,0.0
55613.658,1002815,"NGPL Station 106 Beatrice, NE",,,,,,,,,,,,,2014,PIPECO LLC,100.0,55613.658,0.0
41530.9,1002816,Casper Gas Plant,0.0,0.0,207316.6,0.0,0.0,0.0,0.0,,,,,,2014,"Tallgrass Operations, LLC",100.0,41530.9,207316.6
64159.56,1002817,PUBLIC SERVICE CO DENVER STEAM PLT,,,,,,,,,,,,,2014,XCEL ENERGY INC,100.0,64159.56,0.0
709571.818,1002818,TREASURE COAST ENERGY CENTER,,,,,,,,,,,,,2014,Florida Municipal Power Agency,100.0,709571.818,0.0
17078.266,1002819,US DOE IDAHO NATIONAL LABORATORY SITE,,,,,,,,,,,,,2014,US DOE-ID Operations Office,100.0,17078.266,0.0
16624.736,1002820,DOUBLE C LIMITED,,,,,,,,,,,,,2014,DOUBLE C LTD,100.0,16624.736,0.0
15557.592,1002821,HIGH SIERRA LIMITED,,,,,,,,,,,,,2014,HIGH SIERRA LIMITED,100.0,15557.592,0.0
43384.752,1002822,"Auria Albemarle, LLC",,,,,,,,,,,,,2014,INTERNATIONAL AUTOMOTIVE COMPONENTS NORTH AMERICA,100.0,43384.752,0.0
916989.354,1002823,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,,,,,,,,,,,2014,"Koch Industries, Inc.",100.0,916989.354,0.0
43027.104,1002825,FLORIDA GAS TRANSMISSION COMPANY - LECANTO,,,,,,,,,,,,,2014,FLORIDA GAS TRANSMISSION CO,100.0,43027.104,0.0
116086.612,1002827,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,,,,,,,,,,,,,2014,"ENERGY TRANSFER PARTNERS, LP; Kinder Morgan",50.0; 50.0,116086.612,0.0
58300.88,1002828,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,,,,,,,,,,,,,2014,GENERAL MOTORS LLC,100.0,58300.88,0.0
,1002829,Solvay Fluorides LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,SOLVAY AMERICA INC,100.0,0.0,0.0
150073.396,1002830,EL DORADO NITROGEN LLC,,,,,,,,,,,,,2014,LSB INDUSTRIES INC,100.0,150073.396,0.0
70996.0,1002831,Salt River Landfill,,,,,,,,,,,,,2014,Salt River Pima Maricopa Indian Community,100.0,70996.0,0.0
32107.012,1002832,J. R. Simplot Co.,,,,,,,,,,,,,2014,J.R. Simplot Company,100.0,32107.012,0.0
66258.562,1002833,Southern Star -Hugoton Compressor Station,,,,,,,,,,,,,2014,Morgan Stanley IP Southern Star LLC,100.0,66258.562,0.0
19281.77,1002834,Gorham Acquisition LLC,,,,,,,,,,,,,2014,PATRIARCH PARTNERS LLC,100.0,19281.77,0.0
,1002836,"KM Tejas Texas City Extraction Plant, TX",0.0,0.0,53575.9,0.0,0.0,0.0,0.0,,,,,,2014,"Kinder Morgan Energy Partners, L.P.",100.0,0.0,53575.9
114427.058,1002837,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,,,,,,,,,,,,,2014,"ENERGY TRANSFER PARTNERS, LP; Kinder Morgan",50.0; 50.0,114427.058,0.0
29720.41,1002838,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,,,,,,,,,,,,,2014,"ENERGY TRANSFER PARTNERS, LP; Kinder Morgan",50.0; 50.0,29720.41,0.0
56545.964,1002839,"NGPL Station 206 Storage, St Elmo, IL",,,,,,,,,,,,,2014,PIPECO LLC,100.0,56545.964,0.0
41565.172,1002841,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,,,,,,,,,,,,,2014,"Kinder Morgan; ENERGY TRANSFER PARTNERS, LP",50.0; 50.0,41565.172,0.0
47424.778,1002842,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,,,,,,,,,,,,,2014,"ENERGY TRANSFER PARTNERS, LP; Kinder Morgan",50.0; 50.0,47424.778,0.0
70540.152,1002843,Fresh Kills Landfill,,,,,,,,,,,,,2014,City of New York Department of Sanitation (DSNY) ,100.0,70540.152,0.0
96249.682,1002844,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,,,,,,,,,,,,,2014,"Kinder Morgan; ENERGY TRANSFER PARTNERS, LP",50.0; 50.0,96249.682,0.0
110918.12,1002846,"Hood Container of Louisiana, LLC",,,,,,,,,,,,,2014,"KPAQ INDUSTRIES, LLC",100.0,110918.12,0.0
20032.144,1002847,"NGPL Station 342 Johnson's Bayou, LA",,,,,,,,,,,,,2014,PIPECO LLC,100.0,20032.144,0.0
35431.316,1002848,Carracas Central Delivery Point,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,35431.316,0.0
43319.292,1002849,"MEP Station 4 Vicksburg, MS",,,,,,,,,,,,,2014,"Kinder Morgan Operating Limited Partnership ""A""; Regency Midcontinent Express Pipeline, LLC; ETC Midcontinent Express Pipeline II, L.L.C.",50.0; 49.9; 0.1,43319.292,0.0
19303.728,1002851,Chaco Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,19303.728,0.0
47281.472,1002852,Dogie Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,47281.472,0.0
24996.502,1002853,ABBOTT NUTRITION,,,,,,,,,,,,,2014,ABBOTT LABORATORIES,100.0,24996.502,0.0
26688.798,1002854,WATER RENEWAL CENTER,,,,,,,,,,,,,2014,NewPage Holding Corp,100.0,26688.798,0.0
30156.75,1002855,City of Okmulgee Landfill,,,,,,,,,,,,,2014,"City of Okmulgee, Oklahoma",100.0,30156.75,0.0
17052.268,1002857,GlaxoSmithKline,,,,,,,,,,,,,2014,GlaxoSmithKline,100.0,17052.268,0.0
30947.066,1002858,BLACK BAY CENTRAL FACILITY,,,,,,,,,,,,,2014,"Helis Oil & Gas, LLC",100.0,30947.066,0.0
2019905.928,1002859,CHANNELVIEW COMPLEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,LYONDELLBASELL,100.0,2019905.928,0.0
,1002860,Utilities Board of the City of Sylacauga,0.0,0.0,0.0,193128.4,0.0,0.0,0.0,,,,,,2014,City of Sylacauga,100.0,0.0,193128.4
31760.68,1002861,SONOCO - NEWPORT,,,,,,,,,,,,,2014,Sonoco Prodcuts Company,100.0,31760.68,0.0
54632.044,1002862,U S PAPER MILLS Menasha,,,,,,,,,,,,,2014,Sonoco P,100.0,54632.044,0.0
128750.5,1002863,DALTON WHITFIELD REGIONAL SW MANAGEMENT,,,,,,,,,,,,,2014,Dalton-Whitfield Regional Solid Waste Management Authority,100.0,128750.5,0.0
117378.282,1002864,GUARDIAN INDUSTRIES - DeWitt,,,,,,,,,,,,,2014,GUARDIAN INDUSTRIES CORP,100.0,117378.282,0.0
130700.358,1002865,"MGPI Processing, Inc.",,,,,,,,,,,,,2014,MGP INGREDIENTS INC,100.0,130700.358,0.0
26658.3,1002866,U.S. AIR FORCE PLANT 4 LOCKHEED MARTIN AERONAUTICS CO,,,,,,,,,,,,,2014,US GOVERNMENT,,26658.3,0.0
36976.326,1002867,ANHEUSER BUSCH INC. - L.A. BREWERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,"Anheuser-Busch, InBev",100.0,36976.326,0.0
34144.792,1002868,NORTH CROSS COMP STATION 4,,,,,,,,,,,,,2014,OCCIDENTAL PETROLEUM CORP; CHEVRON CORP,93.95; 6.05,34144.792,0.0
26385.836,1002869,"United Airlines, Inc.",,,,,,,,,,,,,2014,"United Continental Holdings, Inc.",100.0,26385.836,0.0
,1002870,Fort Valley Utility Commission,0.0,0.0,0.0,25739.0,0.0,0.0,0.0,,,,,,2014,FORT VALLEY UTILITY COMMISSION,100.0,0.0,25739.0
29487.988,1002871,Little Rapids - Shawano Paper Mill,,,,,,,,,,,,,2014,LITTLE RAPIDS CORP,100.0,29487.988,0.0
25176.956,1002873,Callahan Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,25176.956,0.0
55820.54,1002874,LAND O\LAKES INCORPORATED,,,,,,,,,,,,,2014,Land O'Lakes Incorporated,100.0,55820.54,0.0
48407.61,1002875,GENERAL MOTORS LLC BEDFORD CETC,,,,,,,,,,,,,2014,GENERAL MOTORS LLC,100.0,48407.61,0.0
50170.7,1002876,U.S. AIR FORCE ROBINS AFB GA,,,,,,,,,,,,,2014,US Department of Defense,100.0,50170.7,0.0
247884.784,1002877,Nevada Gold Mines LLC - Goldstrike,,,,,,,,,,,,,2014,BARRICK GOLD CORP,100.0,247884.784,0.0
51896.646,1002879,INEOS ABS,,,,,,,,,,,,,2014,INEOS USA LLC,100.0,51896.646,0.0
42536.658,1002880,UW CENTRAL ENERGY PLANT,,,,,,,,,,,,,2014,STATE OF WYOMING,100.0,42536.658,0.0
35433.272,1002881,Darling Ingredients Inc.,,,,,,,,,,,,,2014,DARLING INGREDIENTS INC,100.0,35433.272,0.0
161248.434,1002882,"CARDINAL ETHANOL, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,"CARDINAL ETHANOL, LLC",100.0,161248.434,0.0
61984.116,1002883,River Valley Ingredients - Forest,,,,,,,,,,,,,2014,"TYSON FOODS, INC",100.0,61984.116,0.0
102438.5,1002884,TPC GROUP,,,,,,,,,,,,,2014,TPC Group LLC,100.0,102438.5,0.0
21883.568,1002885,30-5 Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,21883.568,0.0
15472.25,1002886,JOHN SMITH ROAD CLASS III LANDFILL,,,,,,,,,,,,,2014,"WASTE CONNECTIONS, INC",100.0,15472.25,0.0
37601.208,1002887,Gold Bond - MLT Plant,,,,,,,,,,,,,2014,"NGC INDUSTRIES, INC",100.0,37601.208,0.0
78967.052,1002888,Gold Bond - MTH Plant,,,,,,,,,,,,,2014,NEW NGC INC,100.0,78967.052,0.0
1133283.324,1002889,"SOLVAY CHEMICALS, INC.",,,,,,,,,,,,,2014,SOLVAY AMERICA INC; AGC America Inc. ,80.0; 20.0,1133283.324,0.0
61254.96,1002890,FORT HOOD,,,,,,,,,,,,,2014,US GOVERNMENT,,61254.96,0.0
122227.784,1002893,BOISE PAPER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,PACKAGING CORP OF AMERICA,100.0,122227.784,0.0
33924.666,1002894,RICELAND FOODS INC - SOY DIVISION,,,,,,,,,,,,,2014,RICELAND FOODS INC,100.0,33924.666,0.0
,1002895,Public Service Company of Colorado,0.0,0.0,0.0,12335544.10304,0.0,0.0,0.0,,191428.25,,,,2014,XCEL ENERGY INC,100.0,191428.25,12335544.10304
38145.25,1002896,BAKERSFIELD METROPOLITAN SANITARY LANDFILL,,,,,,,,,,,,,2014,Kern County Waste Management Department,100.0,38145.25,0.0
11426.5,1002898,CHINA GRADE SANITARY LANDFILL,,,,,,,,,,,,,2014,Kern County Waste Management Department,100.0,11426.5,0.0
108275.0,1002899,Central County Solid Waste Disposal Complex,,,,,,,,,,,,,2014,Sarasota County,100.0,108275.0,0.0
31362.656,1002900,PADUCAH GASEOUS DIFFUSION PLANT - USEC,,,,,,,,,,,,,2014,US GOVERNMENT,,31362.656,0.0
68840.0,1002901,Bee Ridge Landfill,,,,,,,,,,,,,2014,Sarasota County,100.0,68840.0,0.0
26336.25,1002902,WATERTOWN LANDFILL,,,,,,,,,,,,,2014,City of Watertown,100.0,26336.25,0.0
314396.8,1002903,Cleveland-Cliffs Steel Corporation /BUTLER WORKS,,,,,,,,,,,,,2014,AK Steel Corporation,100.0,314396.8,0.0
65322.712,1002904,MOLSON COORS USA LLC - TRENTON BREWERY,,,,,,,,,,,,,2014,MILLERCOORS LLC,100.0,65322.712,0.0
156656.616,1002905,GUARDIAN INDUSTRIES CARLETON FACILITY,,,,,,,,,,,,,2014,GUARDIAN INDUSTRIES CORP,100.0,156656.616,0.0
71414.85,1002906,SPRINGFIELD SANITARY LANDFILL,,,,,,,,,,,,,2014,"Springfield, Missouri",100.0,71414.85,0.0
70123.288,1002907,JOHNS MANVILLE,,,,,,,,,,,,,2014,BERKSHIRE HATHAWAY,100.0,70123.288,0.0
13886.748,1002909,Red River Energy,,,,,,,,,,,,,2014,Red River Energy,100.0,13886.748,0.0
767621.408,1002910,GRAYMONT PA INC/PLEASANT GAP PLT,,,,,,,,,,,,,2014,"Graymont, Inc.",100.0,767621.408,0.0
73040.804,1002911,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06,,,,,,,,,,,,,2014,"OWENS-ILLINOIS, INC",100.0,73040.804,0.0
45886.736,1002912,Meeker Compressor Station,,,,,,,,,,,,,2014,"Rockies Express Holdings, LLC; COPREX LLC; P&S Project I, LLC",50.0; 25.0; 25.0,45886.736,0.0
15676.1,1002915,ANHEUSER-BUSCH LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,"Anheuser-Busch Companies, LLC",100.0,15676.1,0.0
1206165.178,1002916,ARCHER DANIEL MIDLAND COMPANY,,,,,,,,,,,,,2014,ARCHER DANIELS MIDLAND CO,100.0,1206165.178,0.0
68748.36,1002917,"NGPL Station 105 Glasco, KS",,,,,,,,,,,,,2014,PIPECO LLC,100.0,68748.36,0.0
82027.764,1002918,"NGPL Station 307, Searcy, AR",,,,,,,,,,,,,2014,PIPECO LLC,100.0,82027.764,0.0
569180.376,1002919,GRAYMONT (WI) LLC,,,,,,,,,,,,,2014,"Graymont, Inc.",100.0,569180.376,0.0
105824.972,1002920,GRAYMONT WESTERN US INC,,,,,,,,,,,,,2014,"Graymont, Inc.",100.0,105824.972,0.0
68815.94,1002921,GUARDIAN INDUSTRIES CORP - FLOREFFE PLANT,,,,,,,,,,,,,2014,guardian industries corp,100.0,68815.94,0.0
54770.744,1002922,Johns Manville,,,,,,,,,,,,,2014,BERKSHIRE HATHAWAY,100.0,54770.744,0.0
48521.228,1002923,"KMTP Station 553 Katy, TX",,,,,,,,,,,,,2014,"Kinder Morgan Energy Partners, L.P.",100.0,48521.228,0.0
130929.302,1002924,GUARDIAN INDUSTRIES LLC - RICHBURG,,,,,,,,,,,,,2014,GUARDIAN INDUSTRIES CORP,100.0,130929.302,0.0
14631.096,1002925,"SOLVAY SPECIALTY POLYMERS USA, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,"Solvay Specialty Polymers USA, LLC",100.0,14631.096,0.0
451497.136,1002927,EQUISTAR CHEMICALS LP,,,,,,,,,,,,,2014,LYONDELLBASELL,100.0,451497.136,0.0
954658.658,1002928,GRAYMONT WESTERN US INC. CRICKET MOUNTAIN,,,,,,,,,,,,,2014,"Graymont, Inc.",100.0,954658.658,0.0
47737.276,1002929,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 29,,,,,,,,,,,,,2014,"OWENS-ILLINOIS, INC",100.0,47737.276,0.0
38716.018,1002930,"NGPL Station 110 Geneseo, IL",,,,,,,,,,,,,2014,PIPECO LLC,100.0,38716.018,0.0
38987.812,1002931,"MEP Atlanta Station 2, TX",,,,,,,,,,,,,2014,"Kinder Morgan Operating Limited Partnership ""A""; Regency Midcontinent Express Pipeline, LLC; ETC Midcontinent Express Pipeline II, L.L.C",50.0; 49.9; 0.1,38987.812,0.0
50667.76,1002933,NICHOLS ALUMINUM LLC - Davenport Casting,,,,,,,,,,,,,2014,ALERIS INTERNATIONAL INC,100.0,50667.76,0.0
33447.534,1002934,PLATFORM HERMOSA,,,,,,,,,,,,,2014,"Freeport-McMoRan Oil & Gas LLC; DEVON ENERGY; ANADARKO PETROLEUM CORP; WHITING PETROLEUM CORP; Koch Exploration Company, LLC; Harvest Energy, Inc",69.34; 10.33; 8.26; 6.07; 4.3; 1.7,33447.534,0.0
35676.916,1002936,Heath Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,35676.916,0.0
0.0,1002937,WILGATH (FORMERLY ROC GAS) - SAGEBRUSH,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,0.0,0.0
39082.552,1002941,Ryan Gulch Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,39082.552,0.0
393036.114,1002943,"BARGATH, INC.- PARACHUTE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,393036.114,0.0
18718.68,1002944,"BARGATH, INC- HYRUP PROD FACILITY",,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,18718.68,0.0
25516.004,1002945,Bargath LLC - Crawford Trail CS,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,25516.004,0.0
27782.096,1002946,Rabbit Brush Compressor Station,,,,,,,,,,,,,2014,"WILLIAMS PARTNERS, LP",100.0,27782.096,0.0
72119.728,1002950,CORN PLUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,CORN PLUS ETHANOL,100.0,72119.728,0.0
145277.962,1002951,RIGA/MILL SEAT LANDFILL,,,,,,,,,,,,,2014,WASTE MANAGEMENT INC,100.0,145277.962,0.0
118957.626,1002952,HOBART PLANT,,,,,,,,,,,,,2014,"Superior Pipeline Company, LLC.",100.0,118957.626,0.0
76990.008,1002953,GM VAN SLYKE COMPLEX,,,,,,,,,,,,,2014,GENERAL MOTORS LLC,100.0,76990.008,0.0
49125.502,1002954,BRIDGESTONE FIRESTONE INCORPORATED,,,,,,,,,,,,,2014,"Bridgestone Americas Tire Operations, LLC",100.0,49125.502,0.0
119341.496,1002955,INEOS NITRILES USA LLC,,,,,,,,,,,,,2014,INEOS USA LLC,100.0,119341.496,0.0
,1002957,Carrollton Utilities,0.0,0.0,0.0,575400.0,0.0,0.0,0.0,,,,,,2014,City of Carrollton,100.0,0.0,575400.0
438538.288,1002958,NUCOR STEEL HERTFORD COUNTY,,,,,,,,,,,,,2014,Nucor Corporation,100.0,438538.288,0.0
53224.15,1002960,Darling Ingredients Inc.,,,,,,,,,,,,,2014,DARLING INGREDIENTS INC,100.0,53224.15,0.0
33183.076,1002961,DAL TILE INTERNATIONAL,,,,,,,,,,,,,2014,"MOHAWK INDUSTRIES, INC",100.0,33183.076,0.0
92325.152,1002962,E ENERGY ADAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,"E ENERGY ADAMS, LLC",100.0,92325.152,0.0
177557.626,1002963,BOISE WHITE PAPER MILL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2014,BOISE INC,100.0,177557.626,0.0
128630.5,1002964,City of Wichita Falls Landfill,,,,,,,,,,,,,2014,City of Wichita Falls,100.0,128630.5,0.0
426436.244,1002965,GOODYEAR BEAUMONT CHEMICAL PLANT,,,,,,,,,,,,,2014,GOODYEAR TIRE & RUBBER CO,100.0,426436.244,0.0
119246.868,1002966,Rapids Energy Center,,,,,,,,,,,,,2014,"ALLETE, Inc.",100.0,119246.868,0.0
711952.608,1002967,UCC SEADRIFT OPERATIONS,,,,,,,,,,,,,2014,THE DOW CHEMICAL CO,100.0,711952.608,0.0
34039.672,1002968,ARMSTRONG WORLD INDUSTRIES INC.,,,,,,,,,,,,,2014,ARMSTRONG WORLD INDUSTRIES INC,100.0,34039.672,0.0
311326.85,1002969,"CC METALS & ALLOYS, LLC",,,,,,,,,,,,,2014,"CC METALS & ALLOYS, LLC",100.0,311326.85,0.0
322750.008,1002970,CITGO CORPUS CHRISTI REFINERY - WEST PLANT,0.0,0.0,0.0,0.0,0.0,0.0,13308448.6,,,,,,2014,PDV HOLDING INC,100.0,322750.008,13308448.6
31580.606,1002972,"NGPL Station 801, Ratliff City, OK",,,,,,,,,,,,,2014,PIPECO LLC,100.0,31580.606,0.0
34500.936,1002974,PLATFORM HIDALGO,,,,,,,,,,,,,2014,"Freeport-McMoRan Oil & Gas LLC; DEVON ENERGY; ANADARKO PETROLEUM CORP; WHITING PETROLEUM CORP; Koch Exploration Company, LLC; Harvest Energy, Inc.",69.34; 10.33; 8.26; 6.07; 4.3; 1.7,34500.936,0.0
84941.48,1002975,North Chicago Facility,,,,,,,,,,,,,2014,AbbVie Inc.,100.0,84941.48,0.0
19310.628,1002976,LEHIGH HEAVY FORGE CORP/BETHLEHEM,,,,,,,,,,,,,2014,WHEMCO INC,100.0,19310.628,0.0
314943.812,1002977,North American Stainless,,,,,,,,,,,,,2014,NORTH AMERICAN STAINLESS,100.0,314943.812,0.0
56458.52,1002978,Arroyo Grande Production Facility,,,,,,,,,,,,,2014,Freeport-McMoRan Oil & Gas LLC,100.0,56458.52,0.0
17643.5,1002979,MAIN LINE #1,,,,,,,,,,,,,2014,NORTHWESTERN ENERGY CORP,100.0,17643.5,0.0
0.0,1002980,COBB STORAGE FIELD STATION 017,,,,,,,,,,,,,2014,NORTHWESTERN ENERGY CORP,100.0,0.0,0.0
346168.152,1002981,Midway Sunset Production Facility,,,,,,,,,,,,,2014,"Freeport-McMoRan, Inc",100.0,346168.152,0.0
1122.1,1002982,NWE/Omimex NGL Plant (Cut Bank),0.0,0.0,19151.1,0.0,0.0,0.0,0.0,,,,,,2014,OMIMEX,100.0,1122.1,19151.1
64177.574,1002983,ABBOTT PARK FACILITY,,,,,,,,,,,,,2014,ABBOTT LABORATORIES,100.0,64177.574,0.0
346245.472,1002984,Cymric Production Facility,,,,,,,,,,,,,2014,"Freeport-McMoRan, Inc",100.0,346245.472,0.0
243606.108,1002985,South Belridge Production Facility,,,,,,,,,,,,,2014,"Freeport-McMoRan, Inc",100.0,243606.108,0.0
,1002986,"NorthWestern Energy, SD LDC",0.0,0.0,0.0,1782005.2,0.0,0.0,0.0,,6628.25,,,,2014,NORTHWESTERN ENERGY CORP,100.0,6628.25,1782005.2
36852.746,1002987,Montclair State University,,,,,,,,,,,,,2014,MONTCLAIR STATE UNIVERSITY,100.0,36852.746,0.0
84749.48,1002988,LOUIS DREYFUS COMPANY AGRICULTURAL INDUSTRIES LL,,,,,,,,,,,,,2014,Louis Dreyfus Commodities,100.0,84749.48,0.0
164485.58,1002989,Valero Bloominburg Plant,,,,,,,,,,,,,2014,Valero Energy Corporation,100.0,164485.58,0.0
